Row Labels,Sum of cases,,,,,,,,,,,,,
Georgia,17976,,,,,,,,,,,,,
Texas,1881531,,,,,,,,,,,,,
Harrison,101574,,,,,,,,,,,,,
Indiana,17924,,,,,,,,,,,,,
Iowa,3314,,,,,,,,,,,,,
Kentucky,4406,,,,,,,,,,,,,
Mississippi,44854,,,,,,,,,,,,,
Missouri,1188,,,,,,,,,,,,,
Ohio,880,,,,,,,,,,,,,
Texas,23502,,,,,,,,,,,,,
West Virginia,5506,,,,,,,,,,,,,
Harrisonburg city,70559,,,,,,,,,,,,,
Virginia,70559,,,,,,,,,,,,,
Hart,6989,,,,,,,,,,,,,
Georgia,4262,,,,,,,,,,,,,
Kentucky,2727,,,,,,,,,,,,,
Hartford,915526,,,,,,,,,,,,,
Connecticut,915526,,,,,,,,,,,,,
Hartley,1725,,,,,,,,,,,,,
Texas,1725,,,,,,,,,,,,,
Harvey,2566,,,,,,,,,,,,,
Kansas,2566,,,,,,,,,,,,,
Haskell,2911,,,,,,,,,,,,,
Kansas,1822,,,,,,,,,,,,,
Oklahoma,725,,,,,,,,,,,,,
Texas,364,,,,,,,,,,,,,
Hatillo,2043,,,,,,,,,,,,,
Puerto Rico,2043,,,,,,,,,,,,,
Hawaii,8370,,,,,,,,,,,,,
Hawaii,8370,,,,,,,,,,,,,
Hawkins,4550,,,,,,,,,,,,,
Tennessee,4550,,,,,,,,,,,,,
Hays,117708,,,,,,,,,,,,,
Texas,117708,,,,,,,,,,,,,
Haywood,10488,,,,,,,,,,,,,
North Carolina,5440,,,,,,,,,,,,,
Tennessee,5048,,,,,,,,,,,,,
Heard,3638,,,,,,,,,,,,,
Georgia,3638,,,,,,,,,,,,,
Hemphill,496,,,,,,,,,,,,,
Texas,496,,,,,,,,,,,,,
Hempstead,3169,,,,,,,,,,,,,
Arkansas,3169,,,,,,,,,,,,,
Henderson,67184,,,,,,,,,,,,,
Illinois,655,,,,,,,,,,,,,
Kentucky,12016,,,,,,,,,,,,,
North Carolina,42354,,,,,,,,,,,,,
Tennessee,2736,,,,,,,,,,,,,
Texas,9423,,,,,,,,,,,,,
Hendricks,112341,,,,,,,,,,,,,
Indiana,112341,,,,,,,,,,,,,
Hendry,51613,,,,,,,,,,,,,
Florida,51613,,,,,,,,,,,,,
Hennepin,751467,,,,,,,,,,,,,
Minnesota,751467,,,,,,,,,,,,,
Henrico,178392,,,,,,,,,,,,,
Virginia,178392,,,,,,,,,,,,,
Henry,150268,,,,,,,,,,,,,
Alabama,8012,,,,,,,,,,,,,
Georgia,89755,,,,,,,,,,,,,
Illinois,7105,,,,,,,,,,,,,
Indiana,16367,,,,,,,,,,,,,
Iowa,6294,,,,,,,,,,,,,
Kentucky,2179,,,,,,,,,,,,,
Missouri,1422,,,,,,,,,,,,,
Ohio,1762,,,,,,,,,,,,,
Tennessee,2948,,,,,,,,,,,,,
Virginia,14424,,,,,,,,,,,,,
Herkimer,11690,,,,,,,,,,,,,
New York,11690,,,,,,,,,,,,,
Hernando,26635,,,,,,,,,,,,,
Florida,26635,,,,,,,,,,,,,
Hertford,10152,,,,,,,,,,,,,
North Carolina,10152,,,,,,,,,,,,,
Hettinger,43,,,,,,,,,,,,,
North Dakota,43,,,,,,,,,,,,,
Hickman,6361,,,,,,,,,,,,,
Kentucky,465,,,,,,,,,,,,,
Tennessee,5896,,,,,,,,,,,,,
Hickory,18,,,,,,,,,,,,,
Missouri,18,,,,,,,,,,,,,
Hidalgo,221304,,,,,,,,,,,,,
New Mexico,1936,,,,,,,,,,,,,
Texas,219368,,,,,,,,,,,,,
Highland,3009,,,,,,,,,,,,,
Ohio,2778,,,,,,,,,,,,,
Virginia,231,,,,,,,,,,,,,
Highlands,21864,,,,,,,,,,,,,
Florida,21864,,,,,,,,,,,,,
Hill,5168,,,,,,,,,,,,,
Montana,351,,,,,,,,,,,,,
Texas,4817,,,,,,,,,,,,,
Hillsborough,808675,,,,,,,,,,,,,
Florida,582997,,,,,,,,,,,,,
New Hampshire,225678,,,,,,,,,,,,,
Hillsdale,16869,,,,,,,,,,,,,
Michigan,16869,,,,,,,,,,,,,
Hinds,132383,,,,,,,,,,,,,
Mississippi,132383,,,,,,,,,,,,,
Hinsdale,320,,,,,,,,,,,,,
Colorado,320,,,,,,,,,,,,,
Hitchcock,82,,,,,,,,,,,,,
Nebraska,82,,,,,,,,,,,,,
Hocking,5358,,,,,,,,,,,,,
Ohio,5358,,,,,,,,,,,,,
Hockley,4009,,,,,,,,,,,,,
Texas,4009,,,,,,,,,,,,,
Hodgeman,410,,,,,,,,,,,,,
Kansas,410,,,,,,,,,,,,,
Hoke,23770,,,,,,,,,,,,,
North Carolina,23770,,,,,,,,,,,,,
Holmes,52345,,,,,,,,,,,,,
Florida,7087,,,,,,,,,,,,,
Mississippi,36413,,,,,,,,,,,,,
Ohio,8845,,,,,,,,,,,,,
Holt,252,,,,,,,,,,,,,
Missouri,103,,,,,,,,,,,,,
Nebraska,149,,,,,,,,,,,,,
Honolulu,57102,,,,,,,,,,,,,
Hawaii,57102,,,,,,,,,,,,,
Hood,5639,,,,,,,,,,,,,
Texas,5639,,,,,,,,,,,,,
Hood River,4712,,,,,,,,,,,,,
Oregon,4712,,,,,,,,,,,,,
Hooker,36,,,,,,,,,,,,,
Nebraska,36,,,,,,,,,,,,,
Hopewell city,10234,,,,,,,,,,,,,
Virginia,10234,,,,,,,,,,,,,
Hopkins,26487,,,,,,,,,,,,,
Kentucky,22979,,,,,,,,,,,,,
Texas,3508,,,,,,,,,,,,,
Hormigueros,1975,,,,,,,,,,,,,
Puerto Rico,1975,,,,,,,,,,,,,
Horry,166586,,,,,,,,,,,,,
South Carolina,166586,,,,,,,,,,,,,
Hot Spring,24434,,,,,,,,,,,,,
Arkansas,24434,,,,,,,,,,,,,
Hot Springs,962,,,,,,,,,,,,,
Wyoming,962,,,,,,,,,,,,,
Houghton,891,,,,,,,,,,,,,
Michigan,891,,,,,,,,,,,,,
Houston,86166,,,,,,,,,,,,,
Alabama,27963,,,,,,,,,,,,,
Georgia,46754,,,,,,,,,,,,,
Minnesota,940,,,,,,,,,,,,,
Tennessee,1001,,,,,,,,,,,,,
Texas,9508,,,,,,,,,,,,,
Howard,233141,,,,,,,,,,,,,
Arkansas,4877,,,,,,,,,,,,,
Indiana,37881,,,,,,,,,,,,,
Iowa,1591,,,,,,,,,,,,,
Maryland,182938,,,,,,,,,,,,,
Missouri,371,,,,,,,,,,,,,
Nebraska,3338,,,,,,,,,,,,,
Texas,2145,,,,,,,,,,,,,
Howell,1985,,,,,,,,,,,,,
Missouri,1985,,,,,,,,,,,,,
Hubbard,329,,,,,,,,,,,,,
Minnesota,329,,,,,,,,,,,,,
Hudson,1751708,,,,,,,,,,,,,
New Jersey,1751708,,,,,,,,,,,,,
Hudspeth,660,,,,,,,,,,,,,
Texas,660,,,,,,,,,,,,,
Huerfano,319,,,,,,,,,,,,,
Colorado,319,,,,,,,,,,,,,
Hughes,3329,,,,,,,,,,,,,
Oklahoma,435,,,,,,,,,,,,,
South Dakota,2894,,,,,,,,,,,,,
Humacao,5024,,,,,,,,,,,,,
Puerto Rico,5024,,,,,,,,,,,,,
Humboldt,20145,,,,,,,,,,,,,
California,10676,,,,,,,,,,,,,
Iowa,2498,,,,,,,,,,,,,
Nevada,6971,,,,,,,,,,,,,
Humphreys,9394,,,,,,,,,,,,,
Mississippi,7488,,,,,,,,,,,,,
Tennessee,1906,,,,,,,,,,,,,
Hunt,22391,,,,,,,,,,,,,
Texas,22391,,,,,,,,,,,,,
Hunterdon,91194,,,,,,,,,,,,,
New Jersey,91194,,,,,,,,,,,,,
Huntingdon,18123,,,,,,,,,,,,,
Pennsylvania,18123,,,,,,,,,,,,,
Huntington,4106,,,,,,,,,,,,,
Indiana,4106,,,,,,,,,,,,,
Huron,14274,,,,,,,,,,,,,
Michigan,4722,,,,,,,,,,,,,
Ohio,9552,,,,,,,,,,,,,
Hutchinson,4683,,,,,,,,,,,,,
South Dakota,756,,,,,,,,,,,,,
Texas,3927,,,,,,,,,,,,,
Hyde,852,,,,,,,,,,,,,
North Carolina,668,,,,,,,,,,,,,
South Dakota,184,,,,,,,,,,,,,
Iberia,54190,,,,,,,,,,,,,
Louisiana,54190,,,,,,,,,,,,,
Iberville,59351,,,,,,,,,,,,,
Louisiana,59351,,,,,,,,,,,,,
Ida,1181,,,,,,,,,,,,,
Iowa,1181,,,,,,,,,,,,,
Idaho,499,,,,,,,,,,,,,
Idaho,499,,,,,,,,,,,,,
Imperial,313520,,,,,,,,,,,,,
California,313520,,,,,,,,,,,,,
Independence,3652,,,,,,,,,,,,,
Arkansas,3652,,,,,,,,,,,,,
Indian River,38256,,,,,,,,,,,,,
Florida,38256,,,,,,,,,,,,,
Indiana,9438,,,,,,,,,,,,,
Pennsylvania,9438,,,,,,,,,,,,,
Ingham,77014,,,,,,,,,,,,,
Michigan,77014,,,,,,,,,,,,,
Inyo,2512,,,,,,,,,,,,,
California,2512,,,,,,,,,,,,,
Ionia,14390,,,,,,,,,,,,,
Michigan,14390,,,,,,,,,,,,,
Iosco,8235,,,,,,,,,,,,,
Michigan,8235,,,,,,,,,,,,,
Iowa,5426,,,,,,,,,,,,,
Iowa,3487,,,,,,,,,,,,,
Wisconsin,1939,,,,,,,,,,,,,
Iredell,43431,,,,,,,,,,,,,
North Carolina,43431,,,,,,,,,,,,,
Irion,90,,,,,,,,,,,,,
Texas,90,,,,,,,,,,,,,
Iron,15227,,,,,,,,,,,,,
Michigan,231,,,,,,,,,,,,,
Missouri,222,,,,,,,,,,,,,
Utah,14295,,,,,,,,,,,,,
Wisconsin,479,,,,,,,,,,,,,
Iroquois,11137,,,,,,,,,,,,,
Illinois,11137,,,,,,,,,,,,,
Irwin,4142,,,,,,,,,,,,,
Georgia,4142,,,,,,,,,,,,,
Isabela,2505,,,,,,,,,,,,,
Puerto Rico,2505,,,,,,,,,,,,,
Isabella,9389,,,,,,,,,,,,,
Michigan,9389,,,,,,,,,,,,,
Isanti,3726,,,,,,,,,,,,,
Minnesota,3726,,,,,,,,,,,,,
Island,20629,,,,,,,,,,,,,
Washington,20629,,,,,,,,,,,,,
Isle of Wight,14330,,,,,,,,,,,,,
Virginia,14330,,,,,,,,,,,,,
Issaquena,241,,,,,,,,,,,,,
Mississippi,241,,,,,,,,,,,,,
Itasca,4501,,,,,,,,,,,,,
Minnesota,4501,,,,,,,,,,,,,
Itawamba,9013,,,,,,,,,,,,,
Mississippi,9013,,,,,,,,,,,,,
Izard,1515,,,,,,,,,,,,,
Arkansas,1515,,,,,,,,,,,,,
Jack,588,,,,,,,,,,,,,
Texas,588,,,,,,,,,,,,,
Jackson,477977,,,,,,,,,,,,,
Alabama,15086,,,,,,,,,,,,,
Arkansas,1302,,,,,,,,,,,,,
Colorado,110,,,,,,,,,,,,,
Florida,25444,,,,,,,,,,,,,
Georgia,23868,,,,,,,,,,,,,
Illinois,23628,,,,,,,,,,,,,
Indiana,33965,,,,,,,,,,,,,
Iowa,2005,,,,,,,,,,,,,
Kansas,6750,,,,,,,,,,,,,
Kentucky,7339,,,,,,,,,,,,,
Louisiana,12363,,,,,,,,,,,,,
Michigan,159018,,,,,,,,,,,,,
Minnesota,3686,,,,,,,,,,,,,
Mississippi,40921,,,,,,,,,,,,,
Missouri,81144,,,,,,,,,,,,,
North Carolina,6447,,,,,,,,,,,,,
Ohio,1412,,,,,,,,,,,,,
Oklahoma,3653,,,,,,,,,,,,,
Oregon,9114,,,,,,,,,,,,,
South Dakota,302,,,,,,,,,,,,,
Tennessee,2055,,,,,,,,,,,,,
Texas,3108,,,,,,,,,,,,,
West Virginia,13238,,,,,,,,,,,,,
Wisconsin,2019,,,,,,,,,,,,,
James City,24096,,,,,,,,,,,,,
Virginia,24096,,,,,,,,,,,,,
Jasper,88870,,,,,,,,,,,,,
Georgia,4627,,,,,,,,,,,,,
Illinois,4232,,,,,,,,,,,,,
Indiana,7411,,,,,,,,,,,,,
Iowa,24156,,,,,,,,,,,,,
Mississippi,15347,,,,,,,,,,,,,
Missouri,21201,,,,,,,,,,,,,
South Carolina,8240,,,,,,,,,,,,,
Texas,3656,,,,,,,,,,,,,
Jay,4618,,,,,,,,,,,,,
Indiana,4618,,,,,,,,,,,,,
Jayuya,4034,,,,,,,,,,,,,
Puerto Rico,4034,,,,,,,,,,,,,
Jeff Davis,6086,,,,,,,,,,,,,
Georgia,5980,,,,,,,,,,,,,
Texas,106,,,,,,,,,,,,,
Jefferson,1916059,,,,,,,,,,,,,
Alabama,274030,,,,,,,,,,,,,
Arkansas,50389,,,,,,,,,,,,,
Colorado,217360,,,,,,,,,,,,,
Florida,4048,,,,,,,,,,,,,
Georgia,6738,,,,,,,,,,,,,
Idaho,1340,,,,,,,,,,,,,
Illinois,9281,,,,,,,,,,,,,
Indiana,5070,,,,,,,,,,,,,
Iowa,3065,,,,,,,,,,,,,
Kansas,2077,,,,,,,,,,,,,
Kentucky,271764,,,,,,,,,,,,,
Louisiana,839204,,,,,,,,,,,,,
Mississippi,5380,,,,,,,,,,,,,
Missouri,42303,,,,,,,,,,,,,
Montana,404,,,,,,,,,,,,,
Nebraska,646,,,,,,,,,,,,,
New York,7901,,,,,,,,,,,,,
Ohio,6960,,,,,,,,,,,,,
Oklahoma,549,,,,,,,,,,,,,
Oregon,6029,,,,,,,,,,,,,
Pennsylvania,1528,,,,,,,,,,,,,
Tennessee,6447,,,,,,,,,,,,,
Texas,118810,,,,,,,,,,,,,
Washington,3694,,,,,,,,,,,,,
West Virginia,16530,,,,,,,,,,,,,
Wisconsin,14512,,,,,,,,,,,,,
Jefferson Davis,27522,,,,,,,,,,,,,
Louisiana,20227,,,,,,,,,,,,,
Mississippi,7295,,,,,,,,,,,,,
Jenkins,5422,,,,,,,,,,,,,
Georgia,5422,,,,,,,,,,,,,
Jennings,13316,,,,,,,,,,,,,
Indiana,13316,,,,,,,,,,,,,
Jerauld,2465,,,,,,,,,,,,,
South Dakota,2465,,,,,,,,,,,,,
Jerome,16399,,,,,,,,,,,,,
Idaho,16399,,,,,,,,,,,,,
Jersey,2475,,,,,,,,,,,,,
Illinois,2475,,,,,,,,,,,,,
Jessamine,7795,,,,,,,,,,,,,
Kentucky,7795,,,,,,,,,,,,,
Jewell,410,,,,,,,,,,,,,
Kansas,410,,,,,,,,,,,,,
Jim Hogg,924,,,,,,,,,,,,,
Texas,924,,,,,,,,,,,,,
Jim Wells,6781,,,,,,,,,,,,,
Texas,6781,,,,,,,,,,,,,
Jo Daviess,3069,,,,,,,,,,,,,
Illinois,3069,,,,,,,,,,,,,
Johnson,370196,,,,,,,,,,,,,
Arkansas,12264,,,,,,,,,,,,,
Georgia,7833,,,,,,,,,,,,,
Illinois,1264,,,,,,,,,,,,,
Indiana,103673,,,,,,,,,,,,,
Iowa,76879,,,,,,,,,,,,,
Kansas,122749,,,,,,,,,,,,,
Kentucky,615,,,,,,,,,,,,,
Missouri,10960,,,,,,,,,,,,,
Nebraska,561,,,,,,,,,,,,,
Tennessee,2088,,,,,,,,,,,,,
Texas,29442,,,,,,,,,,,,,
Wyoming,1868,,,,,,,,,,,,,
Johnston,79548,,,,,,,,,,,,,
North Carolina,78879,,,,,,,,,,,,,
Oklahoma,669,,,,,,,,,,,,,
Jones,109992,,,,,,,,,,,,,
Georgia,5647,,,,,,,,,,,,,
Iowa,4092,,,,,,,,,,,,,
Mississippi,62517,,,,,,,,,,,,,
North Carolina,2476,,,,,,,,,,,,,
South Dakota,13,,,,,,,,,,,,,
Texas,35247,,,,,,,,,,,,,
Joplin,5771,,,,,,,,,,,,,
Missouri,5771,,,,,,,,,,,,,
Josephine,3227,,,,,,,,,,,,,
Oregon,3227,,,,,,,,,,,,,
Juab,1418,,,,,,,,,,,,,
Utah,1418,,,,,,,,,,,,,
Juana Diaz,4753,,,,,,,,,,,,,
Puerto Rico,4753,,,,,,,,,,,,,
Juncos,2732,,,,,,,,,,,,,
Puerto Rico,2732,,,,,,,,,,,,,
Juneau,2762,,,,,,,,,,,,,
Wisconsin,2762,,,,,,,,,,,,,
Juneau City and Borough,3881,,,,,,,,,,,,,
Alaska,3881,,,,,,,,,,,,,
Juniata,9750,,,,,,,,,,,,,
Pennsylvania,9750,,,,,,,,,,,,,
Kalamazoo,78600,,,,,,,,,,,,,
Michigan,78600,,,,,,,,,,,,,
Kalkaska,2754,,,,,,,,,,,,,
Michigan,2754,,,,,,,,,,,,,
Kanabec,958,,,,,,,,,,,,,
Minnesota,958,,,,,,,,,,,,,
Kanawha,25234,,,,,,,,,,,,,
West Virginia,25234,,,,,,,,,,,,,
Kandiyohi,39594,,,,,,,,,,,,,
Minnesota,39594,,,,,,,,,,,,,
Kane,526134,,,,,,,,,,,,,
Illinois,525486,,,,,,,,,,,,,
Utah,648,,,,,,,,,,,,,
Kankakee,98249,,,,,,,,,,,,,
Illinois,98249,,,,,,,,,,,,,
Kansas City,153205,,,,,,,,,,,,,
Missouri,153205,,,,,,,,,,,,,
Karnes,2104,,,,,,,,,,,,,
Texas,2104,,,,,,,,,,,,,
Kauai,2895,,,,,,,,,,,,,
Hawaii,2895,,,,,,,,,,,,,
Kaufman,35363,,,,,,,,,,,,,
Texas,35363,,,,,,,,,,,,,
Kay,7503,,,,,,,,,,,,,
Oklahoma,7503,,,,,,,,,,,,,
Kearney,1086,,,,,,,,,,,,,
Nebraska,1086,,,,,,,,,,,,,
Kearny,3534,,,,,,,,,,,,,
Kansas,3534,,,,,,,,,,,,,
Keith,223,,,,,,,,,,,,,
Nebraska,223,,,,,,,,,,,,,
Kemper,12502,,,,,,,,,,,,,
Mississippi,12502,,,,,,,,,,,,,
Kenai Peninsula Borough,8860,,,,,,,,,,,,,
Alaska,8860,,,,,,,,,,,,,
Kendall,74674,,,,,,,,,,,,,
Illinois,70403,,,,,,,,,,,,,
Texas,4271,,,,,,,,,,,,,
Kenedy,36,,,,,,,,,,,,,
Texas,36,,,,,,,,,,,,,
Kennebec,12748,,,,,,,,,,,,,
Maine,12748,,,,,,,,,,,,,
Kenosha,107169,,,,,,,,,,,,,
Wisconsin,107169,,,,,,,,,,,,,
Kent,586936,,,,,,,,,,,,,
Delaware,130135,,,,,,,,,,,,,
Maryland,14730,,,,,,,,,,,,,
Michigan,347687,,,,,,,,,,,,,
Rhode Island,94374,,,,,,,,,,,,,
Texas,10,,,,,,,,,,,,,
Kenton,56779,,,,,,,,,,,,,
Kentucky,56779,,,,,,,,,,,,,
Keokuk,1298,,,,,,,,,,,,,
Iowa,1298,,,,,,,,,,,,,
Kern,295368,,,,,,,,,,,,,
California,295368,,,,,,,,,,,,,
Kerr,4667,,,,,,,,,,,,,
Texas,4667,,,,,,,,,,,,,
Kershaw,46110,,,,,,,,,,,,,
South Carolina,46110,,,,,,,,,,,,,
Ketchikan Gateway Borough,2362,,,,,,,,,,,,,
Alaska,2362,,,,,,,,,,,,,
Kewaunee,3779,,,,,,,,,,,,,
Wisconsin,3779,,,,,,,,,,,,,
Keweenaw,48,,,,,,,,,,,,,
Michigan,48,,,,,,,,,,,,,
Kidder,98,,,,,,,,,,,,,
North Dakota,98,,,,,,,,,,,,,
Kimball,1112,,,,,,,,,,,,,
Nebraska,1112,,,,,,,,,,,,,
Kimble,229,,,,,,,,,,,,,
Texas,229,,,,,,,,,,,,,
King,894991,,,,,,,,,,,,,
Washington,894991,,,,,,,,,,,,,
King and Queen,1464,,,,,,,,,,,,,
Virginia,1464,,,,,,,,,,,,,
King George,6652,,,,,,,,,,,,,
Virginia,6652,,,,,,,,,,,,,
King William,2649,,,,,,,,,,,,,
Virginia,2649,,,,,,,,,,,,,
Kingfisher,1816,,,,,,,,,,,,,
Oklahoma,1816,,,,,,,,,,,,,
Kingman,54,,,,,,,,,,,,,
Kansas,54,,,,,,,,,,,,,
Kings,128103,,,,,,,,,,,,,
California,128103,,,,,,,,,,,,,
Kingsbury,279,,,,,,,,,,,,,
South Dakota,279,,,,,,,,,,,,,
Kinney,101,,,,,,,,,,,,,
Texas,101,,,,,,,,,,,,,
Kiowa,966,,,,,,,,,,,,,
Kansas,229,,,,,,,,,,,,,
Oklahoma,737,,,,,,,,,,,,,
Kit Carson,2742,,,,,,,,,,,,,
Colorado,2742,,,,,,,,,,,,,
Kitsap,20506,,,,,,,,,,,,,
Washington,20506,,,,,,,,,,,,,
Kittitas,8725,,,,,,,,,,,,,
Washington,8725,,,,,,,,,,,,,
Kittson,119,,,,,,,,,,,,,
Minnesota,119,,,,,,,,,,,,,
Klamath,6901,,,,,,,,,,,,,
Oregon,6901,,,,,,,,,,,,,
Kleberg,4463,,,,,,,,,,,,,
Texas,4463,,,,,,,,,,,,,
Klickitat,3998,,,,,,,,,,,,,
Washington,3998,,,,,,,,,,,,,
Knott,656,,,,,,,,,,,,,
Kentucky,656,,,,,,,,,,,,,
Knox,89471,,,,,,,,,,,,,
Illinois,9424,,,,,,,,,,,,,
Indiana,3826,,,,,,,,,,,,,
Kentucky,2808,,,,,,,,,,,,,
Maine,2120,,,,,,,,,,,,,
Missouri,83,,,,,,,,,,,,,
Nebraska,1156,,,,,,,,,,,,,
Ohio,3079,,,,,,,,,,,,,
Tennessee,66734,,,,,,,,,,,,,
Texas,241,,,,,,,,,,,,,
Kodiak Island Borough,383,,,,,,,,,,,,,
Alaska,383,,,,,,,,,,,,,
Koochiching,852,,,,,,,,,,,,,
Minnesota,852,,,,,,,,,,,,,
Kootenai,20363,,,,,,,,,,,,,
Idaho,20363,,,,,,,,,,,,,
Kosciusko,23892,,,,,,,,,,,,,
Indiana,23892,,,,,,,,,,,,,
Kossuth,1722,,,,,,,,,,,,,
Iowa,1722,,,,,,,,,,,,,
Kusilvak Census Area,37,,,,,,,,,,,,,
Alaska,37,,,,,,,,,,,,,
La Crosse,19141,,,,,,,,,,,,,
Wisconsin,19141,,,,,,,,,,,,,
La Paz,15964,,,,,,,,,,,,,
Arizona,15964,,,,,,,,,,,,,
La Plata,8971,,,,,,,,,,,,,
Colorado,8971,,,,,,,,,,,,,
La Salle,2102,,,,,,,,,,,,,
Texas,2102,,,,,,,,,,,,,
Labette,3539,,,,,,,,,,,,,
Kansas,3539,,,,,,,,,,,,,
Lac qui Parle,311,,,,,,,,,,,,,
Minnesota,311,,,,,,,,,,,,,
Lackawanna,139038,,,,,,,,,,,,,
Pennsylvania,139038,,,,,,,,,,,,,
Laclede,2122,,,,,,,,,,,,,
Missouri,2122,,,,,,,,,,,,,
Lafayette,174646,,,,,,,,,,,,,
Arkansas,1280,,,,,,,,,,,,,
Florida,1721,,,,,,,,,,,,,
Louisiana,139979,,,,,,,,,,,,,
Mississippi,20730,,,,,,,,,,,,,
Missouri,7408,,,,,,,,,,,,,
Wisconsin,3528,,,,,,,,,,,,,
Lafourche,97221,,,,,,,,,,,,,
Louisiana,97221,,,,,,,,,,,,,
LaGrange,20173,,,,,,,,,,,,,
Indiana,20173,,,,,,,,,,,,,
Lajas,2364,,,,,,,,,,,,,
Puerto Rico,2364,,,,,,,,,,,,,
Lake,1252673,,,,,,,,,,,,,
California,3778,,,,,,,,,,,,,
Colorado,3336,,,,,,,,,,,,,
Florida,79339,,,,,,,,,,,,,
Illinois,729342,,,,,,,,,,,,,
Indiana,355279,,,,,,,,,,,,,
Michigan,587,,,,,,,,,,,,,
Minnesota,274,,,,,,,,,,,,,
Montana,1621,,,,,,,,,,,,,
Ohio,33506,,,,,,,,,,,,,
Oregon,648,,,,,,,,,,,,,
South Dakota,1324,,,,,,,,,,,,,
Tennessee,43639,,,,,,,,,,,,,
Lake and Peninsula Borough,123,,,,,,,,,,,,,
Alaska,123,,,,,,,,,,,,,
Lamar,55967,,,,,,,,,,,,,
Alabama,3938,,,,,,,,,,,,,
Georgia,7604,,,,,,,,,,,,,
Mississippi,27523,,,,,,,,,,,,,
Texas,16902,,,,,,,,,,,,,
Lamb,2607,,,,,,,,,,,,,
Texas,2607,,,,,,,,,,,,,
Lamoille,3170,,,,,,,,,,,,,
Vermont,3170,,,,,,,,,,,,,
LaMoure,489,,,,,,,,,,,,,
North Dakota,489,,,,,,,,,,,,,
Lampasas,1357,,,,,,,,,,,,,
Texas,1357,,,,,,,,,,,,,
Lancaster,456753,,,,,,,,,,,,,
Nebraska,113374,,,,,,,,,,,,,
Pennsylvania,315961,,,,,,,,,,,,,
South Carolina,26524,,,,,,,,,,,,,
Virginia,894,,,,,,,,,,,,,
Lander,2175,,,,,,,,,,,,,
Nevada,2175,,,,,,,,,,,,,
Lane,12036,,,,,,,,,,,,,
Kansas,254,,,,,,,,,,,,,
Oregon,11782,,,,,,,,,,,,,
Langlade,410,,,,,,,,,,,,,
Wisconsin,410,,,,,,,,,,,,,
Lanier,6205,,,,,,,,,,,,,
Georgia,6205,,,,,,,,,,,,,
Lapeer,42652,,,,,,,,,,,,,
Michigan,42652,,,,,,,,,,,,,
LaPorte,40221,,,,,,,,,,,,,
Indiana,40221,,,,,,,,,,,,,
Laramie,20837,,,,,,,,,,,,,
Wyoming,20837,,,,,,,,,,,,,
Lares,4164,,,,,,,,,,,,,
Puerto Rico,4164,,,,,,,,,,,,,
Larimer,60084,,,,,,,,,,,,,
Colorado,60084,,,,,,,,,,,,,
Larue,1188,,,,,,,,,,,,,
Kentucky,1188,,,,,,,,,,,,,
Las Animas,584,,,,,,,,,,,,,
Colorado,584,,,,,,,,,,,,,
Las Marias,1129,,,,,,,,,,,,,
Puerto Rico,1129,,,,,,,,,,,,,
Las Piedras,3663,,,,,,,,,,,,,
Puerto Rico,3663,,,,,,,,,,,,,
LaSalle,21250,,,,,,,,,,,,,
Illinois,15003,,,,,,,,,,,,,
Louisiana,6247,,,,,,,,,,,,,
Lassen,8257,,,,,,,,,,,,,
California,8257,,,,,,,,,,,,,
Latah,1223,,,,,,,,,,,,,
Idaho,1223,,,,,,,,,,,,,
Latimer,854,,,,,,,,,,,,,
Oklahoma,854,,,,,,,,,,,,,
Lauderdale,97650,,,,,,,,,,,,,
Alabama,23619,,,,,,,,,,,,,
Mississippi,66577,,,,,,,,,,,,,
Tennessee,7454,,,,,,,,,,,,,
Laurel,5772,,,,,,,,,,,,,
Kentucky,5772,,,,,,,,,,,,,
Laurens,36579,,,,,,,,,,,,,
Georgia,14311,,,,,,,,,,,,,
South Carolina,22268,,,,,,,,,,,,,
Lavaca,7472,,,,,,,,,,,,,
Texas,7472,,,,,,,,,,,,,
Lawrence,67065,,,,,,,,,,,,,
Alabama,6098,,,,,,,,,,,,,
Arkansas,7985,,,,,,,,,,,,,
Illinois,557,,,,,,,,,,,,,
Indiana,16820,,,,,,,,,,,,,
Kentucky,464,,,,,,,,,,,,,
Mississippi,10473,,,,,,,,,,,,,
Missouri,1776,,,,,,,,,,,,,
Ohio,4326,,,,,,,,,,,,,
Pennsylvania,9683,,,,,,,,,,,,,
South Dakota,1395,,,,,,,,,,,,,
Tennessee,7488,,,,,,,,,,,,,
Le Flore,2349,,,,,,,,,,,,,
Oklahoma,2349,,,,,,,,,,,,,
Le Sueur,5944,,,,,,,,,,,,,
Minnesota,5944,,,,,,,,,,,,,
Lea,7497,,,,,,,,,,,,,
New Mexico,7497,,,,,,,,,,,,,
Leake,39597,,,,,,,,,,,,,
Mississippi,39597,,,,,,,,,,,,,
Leavenworth,89945,,,,,,,,,,,,,
Kansas,89945,,,,,,,,,,,,,
Lebanon,101021,,,,,,,,,,,,,
Pennsylvania,101021,,,,,,,,,,,,,
Lee,602862,,,,,,,,,,,,,
Alabama,78599,,,,,,,,,,,,,
Arkansas,28268,,,,,,,,,,,,,
Florida,349691,,,,,,,,,,,,,
Georgia,37914,,,,,,,,,,,,,
Illinois,7218,,,,,,,,,,,,,
Iowa,2905,,,,,,,,,,,,,
